id;name;active;state_id;created_by
A1471;Sapezal;true;13MT;system
A1472;Serra Nova Dourada;true;13MT;system
A1473;Sinop;true;13MT;system
A1474;Sorriso;true;13MT;system
A1475;Tabaporã;true;13MT;system
A1476;Tangará da Serra;true;13MT;system
A1477;Tapurah;true;13MT;system
A1478;Terra Nova do Norte;true;13MT;system
A1479;Tesouro;true;13MT;system
A1480;Torixoréu;true;13MT;system
A1481;União do Sul;true;13MT;system
A1482;Vale de São Domingos;true;13MT;system
A1483;Várzea Grande;true;13MT;system
A1484;Vera;true;13MT;system
A1485;Vila Bela da Santíssima Trindade;true;13MT;system
A1486;Vila Rica;true;13MT;system
A1487;Água Clara;true;12MS;system
A1488;Alcinópolis;true;12MS;system
A1489;Amambaí;true;12MS;system
A1490;Anastácio;true;12MS;system
A1491;Anaurilândia;true;12MS;system
A1492;Angélica;true;12MS;system
A1493;Antônio João;true;12MS;system
A1494;Aparecida do Taboado;true;12MS;system
A1495;Aquidauana;true;12MS;system
A1496;Aral Moreira;true;12MS;system
A1497;Bandeirantes;true;12MS;system
A1498;Bataguassu;true;12MS;system
A1499;Bataiporã;true;12MS;system
A1500;Bela Vista;true;12MS;system
A1501;Bodoquena;true;12MS;system
A1502;Bonito;true;12MS;system
A1503;Brasilândia;true;12MS;system
A1504;Caarapó;true;12MS;system
A1505;Camapuã;true;12MS;system
A1506;Campo Grande;true;12MS;system
A1507;Caracol;true;12MS;system
A1508;Cassilândia;true;12MS;system
A1509;Chapadão do Sul;true;12MS;system
A1510;Corguinho;true;12MS;system
A1511;Coronel Sapucaia;true;12MS;system
A1512;Corumbá;true;12MS;system
A1513;Costa Rica;true;12MS;system
A1514;Coxim;true;12MS;system
A1515;Deodápolis;true;12MS;system
A1516;Dois Irmãos do Buriti;true;12MS;system
A1517;Douradina;true;12MS;system
A1518;Dourados;true;12MS;system
A1519;Eldorado;true;12MS;system
A1520;Fátima do Sul;true;12MS;system
A1521;Figueirão;true;12MS;system
A1522;Glória de Dourados;true;12MS;system
A1523;Guia Lopes da Laguna;true;12MS;system
A1524;Iguatemi;true;12MS;system
A1525;Inocência;true;12MS;system
A1526;Itaporã;true;12MS;system
A1527;Itaquiraí;true;12MS;system
A1528;Ivinhema;true;12MS;system
A1529;Japorã;true;12MS;system
A1530;Jaraguari;true;12MS;system
A1531;Jardim;true;12MS;system
A1532;Jateí;true;12MS;system
A1533;Juti;true;12MS;system
A1534;Ladário;true;12MS;system
A1535;Laguna Carapã;true;12MS;system
A1536;Maracaju;true;12MS;system
A1537;Miranda;true;12MS;system
A1538;Mundo Novo;true;12MS;system
A1539;Naviraí;true;12MS;system
A1540;Nioaque;true;12MS;system
A1541;Nova Alvorada do Sul;true;12MS;system
A1542;Nova Andradina;true;12MS;system
A1543;Novo Horizonte do Sul;true;12MS;system
A1544;Paranaíba;true;12MS;system
A1545;Paranhos;true;12MS;system
A1546;Pedro Gomes;true;12MS;system
A1547;Ponta Porã;true;12MS;system
A1548;Porto Murtinho;true;12MS;system
A1549;Ribas do Rio Pardo;true;12MS;system
A1550;Rio Brilhante;true;12MS;system
A1551;Rio Negro;true;12MS;system
A1552;Rio Verde de Mato Grosso;true;12MS;system
A1553;Rochedo;true;12MS;system
A1554;Santa Rita do Pardo;true;12MS;system
A1555;São Gabriel do Oeste;true;12MS;system
A1556;Selvíria;true;12MS;system
A1557;Sete Quedas;true;12MS;system
A1558;Sidrolândia;true;12MS;system
A1559;Sonora;true;12MS;system
A1560;Tacuru;true;12MS;system
A1561;Taquarussu;true;12MS;system
A1562;Terenos;true;12MS;system
A1563;Três Lagoas;true;12MS;system
A1564;Vicentina;true;12MS;system
A1565;Abadia dos Dourados;true;11MG;system
A1566;Abaeté;true;11MG;system
A1567;Abre Campo;true;11MG;system
A1568;Acaiaca;true;11MG;system
A1569;Açucena;true;11MG;system
A1570;Água Boa;true;11MG;system
A1571;Água Comprida;true;11MG;system
A1572;Aguanil;true;11MG;system
A1573;Águas Formosas;true;11MG;system
A1574;Águas Vermelhas;true;11MG;system
A1575;Aimorés;true;11MG;system
A1576;Aiuruoca;true;11MG;system
A1577;Alagoa;true;11MG;system
A1578;Albertina;true;11MG;system
A1579;Além Paraíba;true;11MG;system
A1580;Alfenas;true;11MG;system
A1581;Alfredo Vasconcelos;true;11MG;system
A1582;Almenara;true;11MG;system
A1583;Alpercata;true;11MG;system
A1584;Alpinópolis;true;11MG;system
A1585;Alterosa;true;11MG;system
A1586;Alto Caparaó;true;11MG;system
A1587;Alto Jequitibá;true;11MG;system
A1588;Alto Rio Doce;true;11MG;system
A1589;Alvarenga;true;11MG;system
A1590;Alvinópolis;true;11MG;system
A1591;Alvorada de Minas;true;11MG;system
A1592;Amparo do Serra;true;11MG;system
A1593;Andradas;true;11MG;system
A1594;Andrelândia;true;11MG;system
A1595;Angelândia;true;11MG;system
A1596;Antônio Carlos;true;11MG;system
A1597;Antônio Dias;true;11MG;system
A1598;Antônio Prado de Minas;true;11MG;system
A1599;Araçaí;true;11MG;system
A1600;Aracitaba;true;11MG;system
A1601;Araçuaí;true;11MG;system
A1602;Araguari;true;11MG;system
A1603;Arantina;true;11MG;system
A1604;Araponga;true;11MG;system
A1605;Araporã;true;11MG;system
A1606;Arapuá;true;11MG;system
A1607;Araújos;true;11MG;system
A1608;Araxá;true;11MG;system
A1609;Arceburgo;true;11MG;system
A1610;Arcos;true;11MG;system
A1611;Areado;true;11MG;system
A1612;Argirita;true;11MG;system
A1613;Aricanduva;true;11MG;system
A1614;Arinos;true;11MG;system
A1615;Astolfo Dutra;true;11MG;system
A1616;Ataléia;true;11MG;system
A1617;Augusto de Lima;true;11MG;system
A1618;Baependi;true;11MG;system
A1619;Baldim;true;11MG;system
A1620;Bambuí;true;11MG;system
A1621;Bandeira;true;11MG;system
A1622;Bandeira do Sul;true;11MG;system
A1623;Barão de Cocais;true;11MG;system
A1624;Barão de Monte Alto;true;11MG;system
A1625;Barbacena;true;11MG;system
A1626;Barra Longa;true;11MG;system
A1627;Barroso;true;11MG;system
A1628;Bela Vista de Minas;true;11MG;system
A1629;Belmiro Braga;true;11MG;system
A1630;Belo Horizonte;true;11MG;system
A1631;Belo Oriente;true;11MG;system
A1632;Belo Vale;true;11MG;system
A1633;Berilo;true;11MG;system
A1634;Berizal;true;11MG;system
A1635;Bertópolis;true;11MG;system
A1636;Betim;true;11MG;system
A1637;Bias Fortes;true;11MG;system
A1638;Bicas;true;11MG;system
A1639;Biquinhas;true;11MG;system
A1640;Boa Esperança;true;11MG;system
A1641;Bocaina de Minas;true;11MG;system
A1642;Bocaiúva;true;11MG;system
A1643;Bom Despacho;true;11MG;system
A1644;Bom Jardim de Minas;true;11MG;system
A1645;Bom Jesus da Penha;true;11MG;system
A1646;Bom Jesus do Amparo;true;11MG;system
A1647;Bom Jesus do Galho;true;11MG;system
A1648;Bom Repouso;true;11MG;system
A1649;Bom Sucesso;true;11MG;system
A1650;Bonfim;true;11MG;system
A1651;Bonfinópolis de Minas;true;11MG;system
A1652;Bonito de Minas;true;11MG;system
A1653;Borda da Mata;true;11MG;system
A1654;Botelhos;true;11MG;system
A1655;Botumirim;true;11MG;system
A1656;Brás Pires;true;11MG;system
A1657;Brasilândia de Minas;true;11MG;system
A1658;Brasília de Minas;true;11MG;system
A1659;Brasópolis;true;11MG;system
A1660;Braúnas;true;11MG;system
A1661;Brumadinho;true;11MG;system
A1662;Bueno Brandão;true;11MG;system
A1663;Buenópolis;true;11MG;system
A1664;Bugre;true;11MG;system
A1665;Buritis;true;11MG;system
A1666;Buritizeiro;true;11MG;system
A1667;Cabeceira Grande;true;11MG;system
A1668;Cabo Verde;true;11MG;system
A1669;Cachoeira da Prata;true;11MG;system
A1670;Cachoeira de Minas;true;11MG;system
A1671;Cachoeira de Pajeú;true;11MG;system
A1672;Cachoeira Dourada;true;11MG;system
A1673;Caetanópolis;true;11MG;system
A1674;Caeté;true;11MG;system
A1675;Caiana;true;11MG;system
A1676;Cajuri;true;11MG;system
A1677;Caldas;true;11MG;system
A1678;Camacho;true;11MG;system
A1679;Camanducaia;true;11MG;system
A1680;Cambuí;true;11MG;system
A1681;Cambuquira;true;11MG;system
A1682;Campanário;true;11MG;system
A1683;Campanha;true;11MG;system
A1684;Campestre;true;11MG;system
A1685;Campina Verde;true;11MG;system
A1686;Campo Azul;true;11MG;system
A1687;Campo Belo;true;11MG;system
A1688;Campo do Meio;true;11MG;system
A1689;Campo Florido;true;11MG;system
A1690;Campos Altos;true;11MG;system
A1691;Campos Gerais;true;11MG;system
A1692;Cana Verde;true;11MG;system
A1693;Canaã;true;11MG;system
A1694;Canápolis;true;11MG;system
A1695;Candeias;true;11MG;system
A1696;Cantagalo;true;11MG;system
A1697;Caparaó;true;11MG;system
A1698;Capela Nova;true;11MG;system
A1699;Capelinha;true;11MG;system
A1700;Capetinga;true;11MG;system
A1701;Capim Branco;true;11MG;system
A1702;Capinópolis;true;11MG;system
A1703;Capitão Andrade;true;11MG;system
A1704;Capitão Enéas;true;11MG;system
A1705;Capitólio;true;11MG;system
A1706;Caputira;true;11MG;system
A1707;Caraí;true;11MG;system
A1708;Caranaíba;true;11MG;system
A1709;Carandaí;true;11MG;system
A1710;Carangola;true;11MG;system
A1711;Caratinga;true;11MG;system
A1712;Carbonita;true;11MG;system
A1713;Careaçu;true;11MG;system
A1714;Carlos Chagas;true;11MG;system
A1715;Carmésia;true;11MG;system
A1716;Carmo da Cachoeira;true;11MG;system
A1717;Carmo da Mata;true;11MG;system
A1718;Carmo de Minas;true;11MG;system
A1719;Carmo do Cajuru;true;11MG;system
A1720;Carmo do Paranaíba;true;11MG;system
A1721;Carmo do Rio Claro;true;11MG;system
A1722;Carmópolis de Minas;true;11MG;system
A1723;Carneirinho;true;11MG;system
A1724;Carrancas;true;11MG;system
A1725;Carvalhópolis;true;11MG;system
A1726;Carvalhos;true;11MG;system
A1727;Casa Grande;true;11MG;system
A1728;Cascalho Rico;true;11MG;system
A1729;Cássia;true;11MG;system
A1730;Cataguases;true;11MG;system
A1731;Catas Altas;true;11MG;system
A1732;Catas Altas da Noruega;true;11MG;system
A1733;Catuji;true;11MG;system
A1734;Catuti;true;11MG;system
A1735;Caxambu;true;11MG;system
A1736;Cedro do Abaeté;true;11MG;system
A1737;Central de Minas;true;11MG;system
A1738;Centralina;true;11MG;system
A1739;Chácara;true;11MG;system
A1740;Chalé;true;11MG;system
A1741;Chapada do Norte;true;11MG;system
A1742;Chapada Gaúcha;true;11MG;system
A1743;Chiador;true;11MG;system
A1744;Cipotânea;true;11MG;system
A1745;Claraval;true;11MG;system
A1746;Claro dos Poções;true;11MG;system
A1747;Cláudio;true;11MG;system
A1748;Coimbra;true;11MG;system
A1749;Coluna;true;11MG;system
A1750;Comendador Gomes;true;11MG;system
A1751;Comercinho;true;11MG;system
A1752;Conceição da Aparecida;true;11MG;system
A1753;Conceição da Barra de Minas;true;11MG;system
A1754;Conceição das Alagoas;true;11MG;system
A1755;Conceição das Pedras;true;11MG;system
A1756;Conceição de Ipanema;true;11MG;system
A1757;Conceição do Mato Dentro;true;11MG;system
A1758;Conceição do Pará;true;11MG;system
A1759;Conceição do Rio Verde;true;11MG;system
A1760;Conceição dos Ouros;true;11MG;system
A1761;Cônego Marinho;true;11MG;system
A1762;Confins;true;11MG;system
A1763;Congonhal;true;11MG;system
A1764;Congonhas;true;11MG;system
A1765;Congonhas do Norte;true;11MG;system
A1766;Conquista;true;11MG;system
A1767;Conselheiro Lafaiete;true;11MG;system
A1768;Conselheiro Pena;true;11MG;system
A1769;Consolação;true;11MG;system
A1770;Contagem;true;11MG;system
A1771;Coqueiral;true;11MG;system
A1772;Coração de Jesus;true;11MG;system
A1773;Cordisburgo;true;11MG;system
A1774;Cordislândia;true;11MG;system
A1775;Corinto;true;11MG;system
A1776;Coroaci;true;11MG;system
A1777;Coromandel;true;11MG;system
A1778;Coronel Fabriciano;true;11MG;system
A1779;Coronel Murta;true;11MG;system
A1780;Coronel Pacheco;true;11MG;system
A1781;Coronel Xavier Chaves;true;11MG;system
A1782;Córrego Danta;true;11MG;system
A1783;Córrego do Bom Jesus;true;11MG;system
A1784;Córrego Fundo;true;11MG;system
A1785;Córrego Novo;true;11MG;system
A1786;Couto de Magalhães de Minas;true;11MG;system
A1787;Crisólita;true;11MG;system
A1788;Cristais;true;11MG;system
A1789;Cristália;true;11MG;system
A1790;Cristiano Otoni;true;11MG;system
A1791;Cristina;true;11MG;system
A1792;Crucilândia;true;11MG;system
A1793;Cruzeiro da Fortaleza;true;11MG;system
A1794;Cruzília;true;11MG;system
A1795;Cuparaque;true;11MG;system
A1796;Curral de Dentro;true;11MG;system
A1797;Curvelo;true;11MG;system
A1798;Datas;true;11MG;system
A1799;Delfim Moreira;true;11MG;system
A1800;Delfinópolis;true;11MG;system
A1801;Delta;true;11MG;system
A1802;Descoberto;true;11MG;system
A1803;Desterro de Entre Rios;true;11MG;system
A1804;Desterro do Melo;true;11MG;system
A1805;Diamantina;true;11MG;system
A1806;Diogo de Vasconcelos;true;11MG;system
A1807;Dionísio;true;11MG;system
A1808;Divinésia;true;11MG;system
A1809;Divino;true;11MG;system
A1810;Divino das Laranjeiras;true;11MG;system
A1811;Divinolândia de Minas;true;11MG;system
A1812;Divinópolis;true;11MG;system
A1813;Divisa Alegre;true;11MG;system
A1814;Divisa Nova;true;11MG;system
A1815;Divisópolis;true;11MG;system
A1816;Dom Bosco;true;11MG;system
A1817;Dom Cavati;true;11MG;system
A1818;Dom Joaquim;true;11MG;system
A1819;Dom Silvério;true;11MG;system
A1820;Dom Viçoso;true;11MG;system
A1821;Dona Eusébia;true;11MG;system
A1822;Dores de Campos;true;11MG;system
A1823;Dores de Guanhães;true;11MG;system
A1824;Dores do Indaiá;true;11MG;system
A1825;Dores do Turvo;true;11MG;system
A1826;Doresópolis;true;11MG;system
A1827;Douradoquara;true;11MG;system
A1828;Durandé;true;11MG;system
A1829;Elói Mendes;true;11MG;system
A1830;Engenheiro Caldas;true;11MG;system
A1831;Engenheiro Navarro;true;11MG;system
A1832;Entre Folhas;true;11MG;system
A1833;Entre Rios de Minas;true;11MG;system
A1834;Ervália;true;11MG;system
A1835;Esmeraldas;true;11MG;system
A1836;Espera Feliz;true;11MG;system
A1837;Espinosa;true;11MG;system
A1838;Espírito Santo do Dourado;true;11MG;system
A1839;Estiva;true;11MG;system
A1840;Estrela Dalva;true;11MG;system
A1841;Estrela do Indaiá;true;11MG;system
A1842;Estrela do Sul;true;11MG;system
A1843;Eugenópolis;true;11MG;system
A1844;Ewbank da Câmara;true;11MG;system
A1845;Extrema;true;11MG;system
A1846;Fama;true;11MG;system
A1847;Faria Lemos;true;11MG;system
A1848;Felício dos Santos;true;11MG;system
A1849;Felisburgo;true;11MG;system
A1850;Felixlândia;true;11MG;system
A1851;Fernandes Tourinho;true;11MG;system
A1852;Ferros;true;11MG;system
A1853;Fervedouro;true;11MG;system
A1854;Florestal;true;11MG;system
A1855;Formiga;true;11MG;system
A1856;Formoso;true;11MG;system
A1857;Fortaleza de Minas;true;11MG;system
A1858;Fortuna de Minas;true;11MG;system
A1859;Francisco Badaró;true;11MG;system
A1860;Francisco Dumont;true;11MG;system
A1861;Francisco Sá;true;11MG;system
A1862;Franciscópolis;true;11MG;system
A1863;Frei Gaspar;true;11MG;system
A1864;Frei Inocêncio;true;11MG;system
A1865;Frei Lagonegro;true;11MG;system
A1866;Fronteira;true;11MG;system
A1867;Fronteira dos Vales;true;11MG;system
A1868;Fruta de Leite;true;11MG;system
A1869;Frutal;true;11MG;system
A1870;Funilândia;true;11MG;system
A1871;Galiléia;true;11MG;system
A1872;Gameleiras;true;11MG;system
A1873;Glaucilândia;true;11MG;system
A1874;Goiabeira;true;11MG;system
A1875;Goianá;true;11MG;system
A1876;Gonçalves;true;11MG;system
A1877;Gonzaga;true;11MG;system
A1878;Gouveia;true;11MG;system
A1879;Governador Valadares;true;11MG;system
A1880;Grão Mogol;true;11MG;system
A1881;Grupiara;true;11MG;system
A1882;Guanhães;true;11MG;system
A1883;Guapé;true;11MG;system
A1884;Guaraciaba;true;11MG;system
A1885;Guaraciama;true;11MG;system
A1886;Guaranésia;true;11MG;system
A1887;Guarani;true;11MG;system
A1888;Guarará;true;11MG;system
A1889;Guarda-Mor;true;11MG;system
A1890;Guaxupé;true;11MG;system
A1891;Guidoval;true;11MG;system
A1892;Guimarânia;true;11MG;system
A1893;Guiricema;true;11MG;system
A1894;Gurinhatã;true;11MG;system
A1895;Heliodora;true;11MG;system
A1896;Iapu;true;11MG;system
A1897;Ibertioga;true;11MG;system
A1898;Ibiá;true;11MG;system
A1899;Ibiaí;true;11MG;system
A1900;Ibiracatu;true;11MG;system
A1901;Ibiraci;true;11MG;system
A1902;Ibirité;true;11MG;system
A1903;Ibitiúra de Minas;true;11MG;system
A1904;Ibituruna;true;11MG;system
A1905;Icaraí de Minas;true;11MG;system
A1906;Igarapé;true;11MG;system
A1907;Igaratinga;true;11MG;system
A1908;Iguatama;true;11MG;system
A1909;Ijaci;true;11MG;system
A1910;Ilicínea;true;11MG;system
A1911;Imbé de Minas;true;11MG;system
A1912;Inconfidentes;true;11MG;system
A1913;Indaiabira;true;11MG;system
A1914;Indianópolis;true;11MG;system
A1915;Ingaí;true;11MG;system
A1916;Inhapim;true;11MG;system
A1917;Inhaúma;true;11MG;system
A1918;Inimutaba;true;11MG;system
A1919;Ipaba;true;11MG;system
A1920;Ipanema;true;11MG;system
A1921;Ipatinga;true;11MG;system
A1922;Ipiaçu;true;11MG;system
A1923;Ipuiúna;true;11MG;system
A1924;Iraí de Minas;true;11MG;system
A1925;Itabira;true;11MG;system
A1926;Itabirinha de Mantena;true;11MG;system
A1927;Itabirito;true;11MG;system
A1928;Itacambira;true;11MG;system
A1929;Itacarambi;true;11MG;system
A1930;Itaguara;true;11MG;system
A1931;Itaipé;true;11MG;system
A1932;Itajubá;true;11MG;system
A1933;Itamarandiba;true;11MG;system
A1934;Itamarati de Minas;true;11MG;system
A1935;Itambacuri;true;11MG;system
A1936;Itambé do Mato Dentro;true;11MG;system
A1937;Itamogi;true;11MG;system
A1938;Itamonte;true;11MG;system
A1939;Itanhandu;true;11MG;system
A1940;Itanhomi;true;11MG;system
A1941;Itaobim;true;11MG;system
A1942;Itapagipe;true;11MG;system
A1943;Itapecerica;true;11MG;system
A1944;Itapeva;true;11MG;system
A1945;Itatiaiuçu;true;11MG;system
A1946;Itaú de Minas;true;11MG;system
A1947;Itaúna;true;11MG;system
A1948;Itaverava;true;11MG;system
A1949;Itinga;true;11MG;system
A1950;Itueta;true;11MG;system
A1951;Ituiutaba;true;11MG;system
A1952;Itumirim;true;11MG;system
A1953;Iturama;true;11MG;system
A1954;Itutinga;true;11MG;system
A1955;Jaboticatubas;true;11MG;system
A1956;Jacinto;true;11MG;system
A1957;Jacuí;true;11MG;system
A1958;Jacutinga;true;11MG;system
A1959;Jaguaraçu;true;11MG;system
A1960;Jaíba;true;11MG;system
A1961;Jampruca;true;11MG;system
A1962;Janaúba;true;11MG;system
A1963;Januária;true;11MG;system
A1964;Japaraíba;true;11MG;system
A1965;Japonvar;true;11MG;system
A1966;Jeceaba;true;11MG;system
A1967;Jenipapo de Minas;true;11MG;system
A1968;Jequeri;true;11MG;system
A1969;Jequitaí;true;11MG;system
A1970;Jequitibá;true;11MG;system
A1971;Jequitinhonha;true;11MG;system
A1972;Jesuânia;true;11MG;system
A1973;Joaíma;true;11MG;system
A1974;Joanésia;true;11MG;system
A1975;João Monlevade;true;11MG;system
A1976;João Pinheiro;true;11MG;system
A1977;Joaquim Felício;true;11MG;system
A1978;Jordânia;true;11MG;system
A1979;José Gonçalves de Minas;true;11MG;system
A1980;José Raydan;true;11MG;system
A1981;Josenópolis;true;11MG;system
A1982;Juatuba;true;11MG;system
A1983;Juiz de Fora;true;11MG;system
A1984;Juramento;true;11MG;system
A1985;Juruaia;true;11MG;system
A1986;Juvenília;true;11MG;system
A1987;Ladainha;true;11MG;system
A1988;Lagamar;true;11MG;system
A1989;Lagoa da Prata;true;11MG;system
A1990;Lagoa dos Patos;true;11MG;system
A1991;Lagoa Dourada;true;11MG;system
A1992;Lagoa Formosa;true;11MG;system
A1993;Lagoa Grande;true;11MG;system
A1994;Lagoa Santa;true;11MG;system
A1995;Lajinha;true;11MG;system
A1996;Lambari;true;11MG;system
A1997;Lamim;true;11MG;system
A1998;Laranjal;true;11MG;system
A1999;Lassance;true;11MG;system
A2000;Lavras;true;11MG;system
A2001;Leandro Ferreira;true;11MG;system
A2002;Leme do Prado;true;11MG;system
A2003;Leopoldina;true;11MG;system
A2004;Liberdade;true;11MG;system
A2005;Lima Duarte;true;11MG;system
A2006;Limeira do Oeste;true;11MG;system
A2007;Lontra;true;11MG;system
A2008;Luisburgo;true;11MG;system
A2009;Luislândia;true;11MG;system
A2010;Luminárias;true;11MG;system
A2011;Luz;true;11MG;system
A2012;Machacalis;true;11MG;system
A2013;Machado;true;11MG;system
A2014;Madre de Deus de Minas;true;11MG;system
A2015;Malacacheta;true;11MG;system
A2016;Mamonas;true;11MG;system
A2017;Manga;true;11MG;system
A2018;Manhuaçu;true;11MG;system
A2019;Manhumirim;true;11MG;system
A2020;Mantena;true;11MG;system
A2021;Mar de Espanha;true;11MG;system
A2022;Maravilhas;true;11MG;system
A2023;Maria da Fé;true;11MG;system
A2024;Mariana;true;11MG;system
A2025;Marilac;true;11MG;system
A2026;Mário Campos;true;11MG;system
A2027;Maripá de Minas;true;11MG;system
A2028;Marliéria;true;11MG;system
A2029;Marmelópolis;true;11MG;system
A2030;Martinho Campos;true;11MG;system
A2031;Martins Soares;true;11MG;system
A2032;Mata Verde;true;11MG;system
A2033;Materlândia;true;11MG;system
A2034;Mateus Leme;true;11MG;system
A2035;Mathias Lobato;true;11MG;system
A2036;Matias Barbosa;true;11MG;system
A2037;Matias Cardoso;true;11MG;system
A2038;Matipó;true;11MG;system
A2039;Mato Verde;true;11MG;system
A2040;Matozinhos;true;11MG;system
A2041;Matutina;true;11MG;system
A2042;Medeiros;true;11MG;system
A2043;Medina;true;11MG;system
A2044;Mendes Pimentel;true;11MG;system
A2045;Mercês;true;11MG;system
A2046;Mesquita;true;11MG;system
A2047;Minas Novas;true;11MG;system
A2048;Minduri;true;11MG;system
A2049;Mirabela;true;11MG;system
A2050;Miradouro;true;11MG;system
A2051;Miraí;true;11MG;system
A2052;Miravânia;true;11MG;system
A2053;Moeda;true;11MG;system
A2054;Moema;true;11MG;system
A2055;Monjolos;true;11MG;system
A2056;Monsenhor Paulo;true;11MG;system
A2057;Montalvânia;true;11MG;system
A2058;Monte Alegre de Minas;true;11MG;system
A2059;Monte Azul;true;11MG;system
A2060;Monte Belo;true;11MG;system
A2061;Monte Carmelo;true;11MG;system
A2062;Monte Formoso;true;11MG;system
A2063;Monte Santo de Minas;true;11MG;system
A2064;Monte Sião;true;11MG;system
A2065;Montes Claros;true;11MG;system
A2066;Montezuma;true;11MG;system
A2067;Morada Nova de Minas;true;11MG;system
A2068;Morro da Garça;true;11MG;system
A2069;Morro do Pilar;true;11MG;system
A2070;Munhoz;true;11MG;system
A2071;Muriaé;true;11MG;system
A2072;Mutum;true;11MG;system
A2073;Muzambinho;true;11MG;system
A2074;Nacip Raydan;true;11MG;system
A2075;Nanuque;true;11MG;system
A2076;Naque;true;11MG;system
A2077;Natalândia;true;11MG;system
A2078;Natércia;true;11MG;system
A2079;Nazareno;true;11MG;system
A2080;Nepomuceno;true;11MG;system
A2081;Ninheira;true;11MG;system
A2082;Nova Belém;true;11MG;system
A2083;Nova Era;true;11MG;system
A2084;Nova Lima;true;11MG;system
A2085;Nova Módica;true;11MG;system
A2086;Nova Ponte;true;11MG;system
A2087;Nova Porteirinha;true;11MG;system
A2088;Nova Resende;true;11MG;system
A2089;Nova Serrana;true;11MG;system
A2090;Nova União;true;11MG;system
A2091;Novo Cruzeiro;true;11MG;system
A2092;Novo Oriente de Minas;true;11MG;system
A2093;Novorizonte;true;11MG;system
A2094;Olaria;true;11MG;system
A2095;Olhos-d`Água;true;11MG;system
A2096;Olímpio Noronha;true;11MG;system
A2097;Oliveira;true;11MG;system
A2098;Oliveira Fortes;true;11MG;system
A2099;Onça de Pitangui;true;11MG;system
A2100;Oratórios;true;11MG;system
A2101;Orizânia;true;11MG;system
A2102;Ouro Branco;true;11MG;system
A2103;Ouro Fino;true;11MG;system
A2104;Ouro Preto;true;11MG;system
A2105;Ouro Verde de Minas;true;11MG;system
A2106;Padre Carvalho;true;11MG;system
A2107;Padre Paraíso;true;11MG;system
A2108;Pai Pedro;true;11MG;system
A2109;Paineiras;true;11MG;system
A2110;Pains;true;11MG;system
A2111;Paiva;true;11MG;system
A2112;Palma;true;11MG;system
A2113;Palmópolis;true;11MG;system
A2114;Papagaios;true;11MG;system
A2115;Pará de Minas;true;11MG;system
A2116;Paracatu;true;11MG;system
A2117;Paraguaçu;true;11MG;system
A2118;Paraisópolis;true;11MG;system
A2119;Paraopeba;true;11MG;system
A2120;Passa Quatro;true;11MG;system
A2121;Passa Tempo;true;11MG;system
A2122;Passabém;true;11MG;system
A2123;Passa-Vinte;true;11MG;system
A2124;Passos;true;11MG;system
A2125;Patis;true;11MG;system
A2126;Patos de Minas;true;11MG;system
A2127;Patrocínio;true;11MG;system
A2128;Patrocínio do Muriaé;true;11MG;system
A2129;Paula Cândido;true;11MG;system
A2130;Paulistas;true;11MG;system
A2131;Pavão;true;11MG;system
A2132;Peçanha;true;11MG;system
A2133;Pedra Azul;true;11MG;system
A2134;Pedra Bonita;true;11MG;system
A2135;Pedra do Anta;true;11MG;system
A2136;Pedra do Indaiá;true;11MG;system
A2137;Pedra Dourada;true;11MG;system
A2138;Pedralva;true;11MG;system
A2139;Pedras de Maria da Cruz;true;11MG;system
A2140;Pedrinópolis;true;11MG;system
A2141;Pedro Leopoldo;true;11MG;system
A2142;Pedro Teixeira;true;11MG;system
A2143;Pequeri;true;11MG;system
A2144;Pequi;true;11MG;system
A2145;Perdigão;true;11MG;system
A2146;Perdizes;true;11MG;system
A2147;Perdões;true;11MG;system
A2148;Periquito;true;11MG;system
A2149;Pescador;true;11MG;system
A2150;Piau;true;11MG;system
A2151;Piedade de Caratinga;true;11MG;system
A2152;Piedade de Ponte Nova;true;11MG;system
A2153;Piedade do Rio Grande;true;11MG;system
A2154;Piedade dos Gerais;true;11MG;system
A2155;Pimenta;true;11MG;system
A2156;Pingo-d`Água;true;11MG;system
A2157;Pintópolis;true;11MG;system
A2158;Piracema;true;11MG;system
A2159;Pirajuba;true;11MG;system
A2160;Piranga;true;11MG;system
A2161;Piranguçu;true;11MG;system
A2162;Piranguinho;true;11MG;system
A2163;Pirapetinga;true;11MG;system
A2164;Pirapora;true;11MG;system
A2165;Piraúba;true;11MG;system
A2166;Pitangui;true;11MG;system
A2167;Piumhi;true;11MG;system
A2168;Planura;true;11MG;system
A2169;Poço Fundo;true;11MG;system
A2170;Poços de Caldas;true;11MG;system
A2171;Pocrane;true;11MG;system
A2172;Pompéu;true;11MG;system
A2173;Ponte Nova;true;11MG;system
A2174;Ponto Chique;true;11MG;system
A2175;Ponto dos Volantes;true;11MG;system
A2176;Porteirinha;true;11MG;system
A2177;Porto Firme;true;11MG;system
A2178;Poté;true;11MG;system
A2179;Pouso Alegre;true;11MG;system
A2180;Pouso Alto;true;11MG;system
A2181;Prados;true;11MG;system
A2182;Prata;true;11MG;system
A2183;Pratápolis;true;11MG;system
A2184;Pratinha;true;11MG;system
A2185;Presidente Bernardes;true;11MG;system
A2186;Presidente Juscelino;true;11MG;system
A2187;Presidente Kubitschek;true;11MG;system
A2188;Presidente Olegário;true;11MG;system
A2189;Prudente de Morais;true;11MG;system
